Code;Name
42D;NAUTICAWT LIMITED
42E;CHOO CHIANG HOLDINGS LTD.
42F;CMC INFOCOMM LIMITED
42G;SOO KEE GROUP LTD.
42H;LERENO BIO-CHEM LTD.
42L;TLV HOLDINGS LIMITED
42MW;METECH INTERNATIONAL W171005
42N;IPS SECUREX HOLDINGS LIMITED
42O;EMS ENERGY LIMITED
42QW;ASIA-PACIFIC STRATEGIC W201119
42R;JUMBO GROUP LIMITED
42S;ASTAKA HOLDINGS LIMITED
42T;THE TRENDLINES GROUP LTD.
42U;AXCELASIA INC.
42VW;NTEGRATOR INTL LTD W181123
42W;CHINA STAR FOOD GROUP LIMITED
42Z;EINDEC CORPORATION LIMITED
43A;GS HOLDINGS LIMITED
43B;SECURA GROUP LIMITED
43CW;SECURA GROUP W190125
43E;ANCHOR RESOURCES LIMITED
43F;ACROMEC LIMITED
43IW;CHINA STAR FOOD GROUP W180417
43J;VASHION GROUP LTD.
43MW;STARBURST HOLDINGS LTD W210614
43P;UNITED GLOBAL LIMITED
43Q;ADVANCER GLOBAL LIMITED
4A0B;KOREADEVBK EUR100M F180415
4A1B;CHINAAOYUAUS$250M6.525%N190425
4A2B;HDB S$675M1.75%N210426
4A3B;KOREAEXP USD200M 2.7%N261026
4A4B;BKOFNOVASCOCNY200M4.02%N190426
4A5B;EX-IMBKCNUS$1B2.875%N260426
4A6B;EX-IMBKCNUS$1.25B2%N210426
4A7B;EX-IMBKCNEUR650M0.375%N190426
4A8B;MAYBANKBHD CNH180M4.05%N180427
4A9B;JD.COM USD500M 3.125%N210429
4ADB;MAJAPAHITUS$1.25B7.75%N200120A
4AEB;MAJAPAHITUS$1.25B7.75%N200120R
4AFB;SUBEX US$1.4M 5% CB170309
4AIB;INNOVATE US$500M NCPS
4AJB;THEBANKEASTASIA US$500M591105
4ANB;BUMICAPITAL US$300M12%N161110A
4AOB;BUMICAPITAL US$300M12%N161110R
4AUB;TEMASEKFUS$500M5.375%N391123A
4AVB;TEMASEKFUS$500M5.375%N391123S
4AZB;TEMASEKFINS$300M4%N291207
4B0B;JD.COM USD500M 3.875%N260429
4B1B;BOCAVN US$750M3.875%260427A
4B2B;BOCAVN US$750M3.875%260427R
4B3B;MAYBANKBHDUS$500M3.905%N261029
4B4B;FANTASIA RMB600M 9.5%N190504
4B5B;CAMBRIDGEINDTS$50M3.95%N230509
4B6B;ASCENDASPTE S$130M2.68%210510
4B7B;IND&COMMBKCHUS$800M2%190510
4B8B;COCA-COLAAM A$30M4.125%N260511
4B9B;KAKAO KRW230B EB210511
4BAB;TEMASEKFINS$300M4.2%N391207
4BDB;PSALM US$1.179B7.39%N241202A
4BEB;PSALM US$1.179B7.39%N241202R
4BYB;HA S$40M 4% N220107
4BZB;EXP-IMP BK KORYEN5B2.5%191227
4C0B;KOREAGAS US$100M2.7%N260510
4C1B;FRASERS HREITS$100M4.45%PERSEC
4C2B;G8EDUCATION S$270M5.5%N190520
4C4B;UOB S$750M 4%PERPCAPSEC
4C5B;MAPLETREELOG S$250M4.18% PERP
4C6B;MANULIFEFIN S$500M3.85%N260525
4C7B;QBEINSGBP327.186M6.115%N420524
4C8B;LTC GB USD400M2.75%B210526
4C9B;EXIMBKKOR US$1B2.625%N260526
4CAB;REPUOFINDOUS$2B5.875%N200313A
4CBB;REPUOFINDOUS$2B5.875%N200313R
4CIB;VIETNAM US$1B6.75% N200129A
4CJB;VIETNAM US$1B6.75% N200129R
4CLB;IND BK KOR YEN5B2.5%N200115
4CVB;DAHSINGBKUS$225M6.625%N200211
4CWB;TEMASEKFINS$1B3.265%N200219
4D0B;EXP-IMP BK KOR USD500M F190526
4D1B;EXIMBKKOR US$1B1.75%N190526
4D2B;LENDLEASE US$400M 4.5%N260526
4D3B;SINTEX IND US$110M7%CB220525
4D4B;AXISBKUS$500M2.875%N210601A
4D5B;AXISBKUS$500M2.875%N210601R
4D6B;CENTRALNIPUS$500M2.362%B210528
4D7B;CENTRALNIPAUD100M3.374%B260528
4D8B;CENTRALNIPUS$150MF210528
4D9B;UTDENGINEERSS$150M3.68%N210601
4DBB;MINERVA US$250M10.875%N191115R
4DCB;MINERVA US$250M10.875%N191115A
4DGB;TEMASEKFINS$500M3.785%N250305
4DHB;TEMASEKFINS$500M4.0475%N350305
4DKB;NOMURA US$1.5B 6.7%N200304
4DRB;CMT MTN S$100M3.85%N170315
4DUB;INTLCON US$250M7.375%N200317
4DZB;SINGPOST S$200M 3.5%N200330
4E0B;THREEGORGESUS$1B 3.15%260602R
4E1B;THREEGORGESUS$1B 3.15%260602A
4E2B;THREEGORGESUS$500M2.3%210602A
4E3B;THREEGORGESUS$500M2.3%210602R
4E4B;AURIZON EUR500M3.125%N260601
4E5B;VALUEMAX S$50M5.5%N180606
4E6B;DBS BANK A$750M F190603
4E7B;GSH CORP S$60M5.15% N190607
4E8B;STARHUB S$300M 3.55%N260608
4E9B;GOLDENLEGACUS$350M8.25%210607R
4ECB;RUBY ASSETS S$300M1.6%S190201
4EGB;SEMBCORFINS$300M3.7325%N200409
4EHB;STELGPTRES$600M3.4875%N200408
4ENB;LBI ESCROW US$2.25B8%N171101A
4EOB;LBI ESCROW US$2.25B8%N171101R
4EPB;LBI ESCROW EURO375M8%N171101A
4EQB;LBI ESCROW EURO375M8%N171101R
4F0B;GOLDENLEGACUS$350M8.25%210607A
4F1B;CHIPENGSENG S$120M4.75%N210614
4F2B;DBS BANK US$5M F260615
4F3B;REPUBINDOEUR1.5B2.625%N230614A
4F4B;REPUBINDOEUR1.5B2.625%N230614R
4F5B;REPUBINDOEUR1.5B3.75%280614R
4F6B;REPUBINDOEUR1.5B3.75%280614A
4F7B;KANSAI YEN40B CB190617
4F8B;KANSAI YEN60B CB220617
4F9B;EXIMBKKOR S$42.75M1.75%N180615
4FQB;BRASKEMFIN US$400M7%N200507A
4FRB;BRASKEMFIN US$400M7%N200507R
4FSB;LI & FUNG US$400M5.25%200513
4FUB;MCE FIN US$600M10.25%N180515R
4FVB;MCE FIN US$600M10.25%N180515A
4G0B;QBEINSUS$524.124M5.875%N460617
4G1B;BIOSTIME US$400M7.25%N210621A
4G2B;BIOSTIME US$400M7.25%N210621R
4G3B;GIGA SM USD110M CB210621
4G4B;HARVESUS$195.77M2.33%N210414A
4G5B;HARVESUS$195.77M2.33%N210414R
4G6B;ZHONGRONG US$500M6.95%N190621
4G7B;KOREALAND US$200M2.468%N280623
4G8B;GLENMARK PHARM US$170M2%220628
4G9B;ELDORADO US$350M8.625%210616R
4GCB;LTA S$275M 2.71%N200527
4GGB;CHESAPEAKEUS$1.5B5.75%NCPS A
4GHB;CH CITIC US$500M6.875%N200624
4GJB;CHESAPEAKEUS$1.5B5.75%NCPS R
4GKB;EXP-IMPBKKUS$1.25B5.125%200629
4GPB;SIA S$500M 3.22%N200709
4GSB;PUB S$400M 3.012%N220712
4H0B;ELDORADO  US$350M8.625%210616A
4H1B;ASTREA III US$100M6.5%N260708
4H2B;ASTREA III S$228M3.9%N260708
4H3B;ASTREA III US$170M4.65%N260708
4H4B;BKOFNOVASCOTIA US$50M Z310629
4H5B;CCT MTN S$75M2.77%N220704
4H6B;HDB S$700M2.545%N310704
4H7B;FULLERTON HC S$50M2.75%N230707
4H8B;FULLERTON HC S$50M2.45%N210707
4H9B;KOREAEXP US$100M2.565%N310705
4HAB;THEBKEASIAUS$450M6.125%N200716
4HLB;FPMH FINUS$300M7.375%B170724
4HMB;TEMASEKFINGBP200M4.625%N220726
4HNB;TEMASEKFINGBP500M5.125%N400726
4HOB;TEMASEKFINS$1B4.2%N500802
4I0B;CMT MTN HK$560M2.71%N260707
4I1B;CMT MTN S$150M3.35%N310707
4I2B;SEMICON MFG US$450M CB220707
4I3B;FIRST REIT S$60M5.68% PERPSEC
4I4B;BKOFNOVASCOTIA US$80M Z460714
4I5B;HTGLOBAL US$300M7%N210714A
4I6B;HTGLOBAL US$300M7%N210714R
4I8B;HKTCAPITAL US$750M3%260714
4I9B;HDB S$700M1.47%N210719
4ILB;DANGA CAP S$900M TC200811
4IXB;PSA INT US$500M 3.875%N210211
4IYB;OLAM US$250M 7.5%B200812
4J0B;KOREAGAS US$400M2.25%N260718A
4J1B;KOREAGAS US$400M2.25%N260718R
4J2B;KOREAGAS US$500M1.875%N210718A
4J3B;KOREAGAS US$500M1.875%N210718R
4J4B;LANDMARK US$350M2.62%N190715
4J5B;LANDMARK US$100MN3.2%N210715
4J6B;GSENGINEER US$150M4.5%CB210721
4J7B;SRI LANKA US$1B6.825%B260718A
4J8B;SRI LANKA US$1B6.825%B260718R
4J9B;SRI LANKA US$500M5.75%B220118A
4JIB;ALLIANCE US$500M6.5%N170818
4JJB;CAPITAMALATRS$350M3.95%N170824
4JLB;ESSAR SHIP US$130M5%CB170824
4JNB;CAPITALDTRE S$350M4.3%N200831
4JPB;SEMBCORPFIN S$100M4.25%N250830
4JQB;SEMBCORPFIN S$100M F170901
4JSB;CMT MTN S$150M3.55%N170901
4JUB;MANILACAVITEUS$160M12%N220915A
4JVB;MANILACAVITEUS$160M12%N220915R
4JWB;NOL S$280M 4.65%N200909
4K0B;SRI LANKA US$500M5.75%B220118R
4K1B;KT CORP US$400M2.5%N260718R
4K2B;KT CORP US$400M2.5%N260718A
4K3B;UOB US$40M Z310719
4K4B;FCL TREA US$200M2.5%N210721
4K5B;MAYBANK BHD CNY500M4%N190718
4K6B;CHONGQNAN US$500M3.625%N210719
4K7B;CHONGQNAN US$300M2.875%N190719
4K8B;EXIM BKKOR US$50M Z310722
4K9B;EXIMBKKOR US$50M2.085%N260722
4KHB;OPTUS FIN EURO700M3.5%N200915
4KUB;OI S.A.US$1B5.5%N201023A
4KVB;OI S.A.US$1B5.5%N201023R
4KZB;JBSFINANCEUS$900M8.25%N180129A
4L1B;THEDAI-ICHILIFE US$2.5B4%PSECA
4L2B;THEDAI_ICHILIFE US$2.5B4%PSECR
4L3B;OLAM US$500M5.35% PERCAPSEC
4L4B;COCA-COLAAMA$125M3.125%N220722
4L5B;NTT FINANCE US$750M1.9%N210721
4L6B;KAISA US$721.398M N211231
4L7B;KAISA US$665.906M N210630
4L8B;KAISA US$610.414M N201231
4L9B;KAISA US$277.460M N191231
4LAB;JBSFINANCEUS$900M8.25%N180129R
4LBB;FPTFINANCEUS$400M6.375%N200928
4LDB;MAPLETREETREAS$250M3.88%181004
4LIB;SRILANKA US$1B6.25%B201004R
4LJB;SRILANKA US$1B6.25%B201004A
4LMB;BUMIINVESUS$700M10.75%N171006A
4LNB;BUMIINVESUS$700M10.75%N171006R
4LOB;HK LAND FIN US$600M4.5%N251007
4LQB;KEPPEL CORP S$500M3.1%N201012
4LTB;SM INVEST US$400M5.5%B171013
4LXB;BRASKEM US$450M 7.375% BOND A
4LYB;BRASKEM US$450M 7.375% BOND R
4M0B;KAISA US$259.486M EB191231
4M1B;KAISA US$499.429M N200630
4M2B;BUSANBK US$250M 3.625% N260725
4M3B;BKOFNOVASCOCNY245M4.05%N210729
4M4B;BKOFNOVASCO US$10M F210803
4M5B;ONGCVIDVANUS$400M2.875%N220127
4M6B;ONGCVIDVAN US$600M3.75%N260727
4M7B;TRANSURBAN NOK750M3%N270726
4M8B;TFS CORP US$250M8.75%N230801
4M9B;EXIMBKKOR CNY333M3.84%N190728
4MBB;BANGKOKBK US$800M4.8%N201018A
4MCB;BANGKOKBK US$800M4.8%N201018R
4MDB;RELIANCEUS$1B4.5%N201019A
4MEB;RELIANCEUS$1B4.5%N201019R
4MFB;RELIANCEUS$500M6.25%N401019A
4MGB;RELIANCEUS$500M6.25%N401019R
4MIB;EXP-IMPBKKUS$1B4%210129
4MJB;SINOFOR US$600M6.25%N171021A
4MKB;SINOFOR US$600M6.25%N171021R
4MUB;LTA S$500M 3.275%B251029
4MVB;POSCO US$700M4.25%N201028A
4MWB;POSCO US$700M4.25%N201028R
4MXB;HDB S$465M 2%N171103
4N0B;SGSP (AUST) US$500M3.25%260729
4N1B;EXIMBKKOR USD50M1.935%N210728
4N2B;KOOKMINBKUS$500M1.625%N190801R
4N3B;KOOKMINBKUS$500M1.625%N190801A
4N4B;GLENMARK PH US$200M4.5%210802
4N5B;ADANITRANS INR5B9.1%N210729
4N6B;KING YUAN USD50M Z190729
4N7B;BOOM UP INV US$500M3.8%N190802
4N8B;SILERGY CORP USD125M Z210804
4N9B;CHINATECFINCNY400M5.2%N190730
4NBB;KOREA GAS US$500M4.25%N201102A
4NCB;KOREA GAS US$500M4.25%N201102R
4NFB;TRAVELLERSIHUS$300M6.9%N171103
4NGB;HIDILI US$400M8.625%N151104A
4NHB;HIDILI US$400M8.625%N151104R
4NUB;PETRON CORP PHP20B7%N171110
4NVB;SUMITOMITBK EU750M4%B201109 A
4NWB;SUMITOMITBK EU750M4%B201109 R
4NYB;ICICI BK US$1B 5.75%201116A
4NZB;ICICI BK US$1B 5.75%201116R
4O0B;EX-IMBKINDUS$1B3.375%N260805R
4O1B;EX-IMBKINDUS$1B3.375%N260805A
4O2B;ADANITRANS US$500M4%N260803R
4O3B;ADANITRANS US$500M4%N260803A
4O4B;LUCKY ASSETS US$90M5.5%N190808
4O5B;ESTATESKY US$250M4.875%N210808
4O6B;HDB S$700M1.91%N230810
4O7B;NTPC INR20B7.375%N210810
4O8B;IND&COMBKCHUS$500M1.875%190811
4O9B;FCOT TREA S$100M2.835%N210811
4OAB;OCBC US$500M3.75% N221115
4OHB;CHINAFORES US$300M7.75%151117A
4OIB;CHINAFORES US$300M7.75%151117R
4OLB;ICICI BK UK US$150M7%N201123
4OMB;ICBC US$500M 5.125%N201130
4OUB;BOARDRIDEEUR200M8.875%N171215A
4OVB;BOARDRIDEEUR200M8.875%N171215R
4P0B;CHONGQLJNA CNY200M4.5%B190812
4P1B;EXIMBKKORGBP30M F190805
4P2B;GREENKOINVUS$500M4.875%230816A
4P3B;GREENKOINVUS$500M4.875%230816R
4P4B;EXIMBKKORGBP30M F190816
4P5B;WEALTH DR US$180M5.5%N230817
4P6B;CHINACONSTRBKCNY1B3.25%N180822
4P7B;HNA GRP INTL USD300M6%N190818
4P8B;MAPLETREECOMS$175M3.11%N260824
4P9B;ICICI BK US$10M F190817
4PCB;MCEFIN US$599.76M10.25%N180515
4PSB;G EASTLIFES$400M4.6%N260119
4PTB;ENERGY DEV US$300M6.5%N210120
4Q0B;UOB HKD700M 3.19% N280826
4Q1B;MILLENNIUM &COP US$100MF210831
4Q2B;KOOKMINBK US$30MF170317
4Q3B;XINYUANRE US$300M8.125%N190830
4Q4B;SMALL&MED US$500M2.125%N260830
4Q5B;HYUNDAICAPUS$400M1.625%190830A
4Q6B;HYUNDAICAPUS$400M1.625%190830R
4Q7B;MAYBANK BHD USD20MF190903
4Q8B;HAIKOU ML US$200M 5.25%N190906
4Q9B;SUNTEC REITS$300M1.75%CB210905
4QSB;SGSP(AUST) GBP250M5.125%210211
4QTB;BKOFINDIA US$500M6.25%N210216
4R1B;DBS GRP US$750M 3.6%PERCAPSEC
4R2B;MITSU UFJ US$500M2.25%N210907
4R3B;UOB US$600M 2.88%N270308
4R4B;CHONGQWML US$500M3.25%B210906
4R5B;XIAN MICI USD500M2.8%B190913
4R6B;MITSU UFJ US$1.5B2.19%N210913
4R7B;MITSU UFJ US$1BF210913
4R8B;MITSU UFJ US$500M2.527%N230913
4R9B;MITSU UFJ US$1B2.757%N260913
4RIB;STELGPTRE US$600M4.5%N210908
4ROB;THE DAI-ICHI US$1.3B7.25% NR
4RPB;THE DAI-ICHI US$1.3B7.25% NA
4RUB;HDB S$500M 3.14%N210318
4RWB;AMCOR EUR550M4.625%190416
4S0B;KOREADEBK US$500M1.375%N190912
4S1B;KOREADEBK US$500M2%N260912
4S2B;CENTRALNIPUS$400M2.091%N210914
4S3B;CENTRALNIPP US$200MF210914
4S4B;LISTRINDO USD550M4.95%260914A
4S5B;LISTRINDO USD550M4.95%260914R
4S6B;NONGHYUPBUS$500M1.875%N210912A
4S7B;NONGHYUPBUS$500M1.875%N210912R
4S8B;CHINA SOUTHUS$200M6.75%210913
4S9B;MIZUHOFINUS$1.25B2.273%210913
4SBB;DEVBKPHIL US$300M5.5%N210325
4SRB;PTTEPCANIUS$700M5.692%N210405A
4SSB;PTTEPCANIUS$700M5.692%N210405R
4STB;SHINHANBKUS$500M4.125%N161004A
4SUB;SHINHANBKUS$500M4.125%N161004R
4SVB;GOODMANAUS YEN12.5B3.32%230403
4SWB;WISEYEARUS$300M5.875%N210406
4T0B;MIZUHO FIN US$1B F210913
4T1B;MIZUHO FIN US$1B2.839%N260913
4T2B;BOCAVN US$500M2.375%210915R
4T3B;BOCAVN US$500M2.375%210915A
4T4B;INDIAB HF INR13.3B8.567%191015
4T5B;HDB S$600M2.035%N260916
4T6B;POWERLONG US$200M4.875%N210915
4T7B;ICICI BK UK US$40M F180319
4T8B;IND&COMMBKCHCNY1.6B3.2%180919
4T9B;UOB US$50M Z360927
4TJB;WOORIBANKUS$500M5.875%N210413A
4TKB;WOORIBANKUS$500M5.875%N210413R
4TMB;POSCO US$700M5.25%N210414R
4TNB;POSCO US$700M5.25%N210414A
4TPB;FRANSHION US$500M6.75%N210415A
4TQB;FRANSHION US$500M6.75%N210415R
4TSB;MEGAWORLD US$200M6.75%N180415
4TTB;INDIANOVRBK US$500M5%N161019
4TWB;BRAMBLESEUR500M4.625%N180420
4TYB;EXP-IMPBKKORUS$700M3.75%161020
4U1B;BKOFNOVASCOCNY155M3.6%N190923
4U2B;STATE BANK INDIAUS$300M 5.5%
4U3B;BAGANCAP US$398.8M ETC 210923
4U4B;ASCENDASH-BTS$70M3.325%N220923
4U5B;CPFOODS US$300M0.5%EB210922
4U6B;FOXCONN(FE)US$400M3%N260923
4U7B;FOXCONN(FE)US$600M2.25%N210923
4U8B;WOORIBANK US$500M4.5% PERSEC R
4U9B;WOORIBANK US$500M4.5% PERSEC A
4UDB;BHIRA INV US$450MN710427
4UIB;HANA BANK US$500M4%N161103R
4UJB;HANA BANK US$500M4%N161103A
4UKB;INDO ENER US$115M7%N180507R
4ULB;INDO ENER US$115M7%N180507A
4UPB;REPOFINDOUS$2.5B4.875%N210505R
4UQB;REPOFINDOUS$2.5B4.875%N210505A
4URB;SYNDICATEBKUS$500M4.75%N161106
4USB;ROYAL CAP US$200M PERCAPSEC
4UVB;BRASKEMFINUS$750M5.75%N210415A
4UWB;BRASKEMFINUS$750M5.75%N210415R
4UXB;MEGA ADVANCE US$600M5%N210512A
4UYB;MEGA ADVANCE US$600M5%N210512R
4UZB;MEGAADVANUS$400M6.375%N410512A
4V0B;LIPPO MALLS TR S$140M7%PERPSEC
4V1B;UOL TREASURY S$240M2.5%N200929
4V2B;DONGXINGVOYUS$300M2.25%B190927
4V3B;EXIMBKKOR US$30M2.27%N260816
4V4B;COUNTRY GARUS$650M4.75%N230928
4V5B;STARHILLGBLMTNS$70M3.14%261003
4V6B;MEXICOCITYATUSD1B5.5%N461031R
4V7B;MEXICOCITYATUSD1B5.5%N461031A
4V8B;MEXICOCITYATUSD1B4.25%N261031R
4V9B;MEXICOCITYATUSD1B4.25%N261031A
4VAB;MEGAADVANUS$400M6.375%N410512R
4VCB;GLP RMB350M 4%N180511
4VGB;ENN ENERGY US$750M6%N210513A
4VHB;ENN ENERGY US$750M6%N210513R
4VQB;QBECAPFDIII US$1B N410524A
4VRB;QBECAPFDIII US$1B N410524R
4VTB;QBECAPFDIV GBP325M N410524
4VUB;PT PERTAMINAUS$1B5.25%N210523A
4VVB;PT PERTAMINAUS$1B5.25%N210523R
4VXB;ICICI BK US$1B 4.75%N161125A
4VYB;ICICI BK US$1B 4.75%N161125R
4W0B;SHUIONDEV US$250M4.375%N191005
4W1B;VALUESUCCESUSD100M3.2%N210930A
4W2B;VALUESUCCESUSD200M3.2%N210930B
4W4B;CHINACONSTBUSD600M1.75%N190930
4W5B;SINGTELGRPUS$500M2.375%N261003
4W6B;UOB US$40M Z461005
4W7B;CK HUTCHI EUR1B0.875%N241003
4W8B;CKHUTINT US$750M1.875%N211003R
4W9B;CKHUTINT US$750M1.875%N211003A
4WCB;PTPERTAMINAUS$500M6.5%N410527A
4WDB;PTPERTAMINAUS$500M6.5%N410527R
4WIB;VEDANTA US$900M8.25%B210607A
4WJB;VEDANTA US$900M8.25%B210607R
4WQB;NOL S$300M 4.4%N210622
4X0B;BKOFNOVASCOTIA US$100M Z461007
4X1B;CK HUTINT US$500M2.75%N261003R
4X2B;CK HUTINT US$500M2.75%N261003A
4X3B;FANTASIA US$400M7.375%N211004
4X4B;HNAGRPINTL US$200M6.25%N211005
4X5B;JABABEKAUS$20.617M6.5%N231005A
4X6B;JABABEKAUS$20.617M6.5%N231005R
4X7B;JUBILANTP US$300M4.875%N211006
4X8B;KASIKORNBKUS$400M2.375%N220406
4X9B;RHB BANK US$500M2.503%N211006
4XAB;TFS CORP US$150M11%N180715
4XPB;KOREANATOIL HK$390M4.5%N210304
4XQB;NTPC US$500M5.625%N210714
4XSB;KOREAHYDRUS$500M4.75%N210713A
4XTB;KOREAHYDRUS$500M4.75%N210713R
4XVB;KOOKMINBK US$300M3.625%N170114
4XXB;JOYNOTE S$320M 3.408%N180720
4XZB;WHARFFINNO.1 S$260M4.5%N210720
4Y0B;BANCOMERC US$500M5.75%N311004A
4Y1B;BANCOMERC US$500M5.75%N311004R
4Y2B;MINERVA US$1B6.5%N260920A
4Y3B;MINERVA US$1B6.5%N260920R
4Y4B;UOB US$40M Z461013
4Y5B;UPL US$500M3.25%N211013A
4Y6B;UPL US$500M3.25%N211013R
4Y7B;KOREAHSE US$500M2%B211011A
4Y8B;KOREAHSE US$500M2%B211011R
4Y9B;UNIVERSALEN US$400M8.5%N200824
4YQB;HDB S$600M2.815%N210726
4YTB;KOREA SEP US$300M3.625%N170129
4YWB;SRI LANKA US$1B6.25%B210727R
4YXB;SRI LANKA US$1B6.25%B210727A
4YYB;INDIANOIL US$500M5.625%N210802
4YZB;BRASKEMFIUS$500M7.125%N410722R
4Z0B;ICICI BK US$15M F191014
4Z1B;KEB HANABKUS$350M1.75%N191018A
4Z2B;KEB HANABKUS$350M1.75%N191018R
4Z3B;KEBHANABKUS$300M2.125%N211018A
4Z4B;KEBHANABKUS$300M2.125%N211018R
4Z5B;TNBGBLUS$750M3.244%SUKUK261019
4Z6B;SUMITOMITRUST US$500M F191018A
4Z7B;SUMITOMITRUSTUS$500M F191018R
4Z8B;SUMITRUSTUS$500M2.05%N191018A
4Z9B;SUMITRUSTUS$500M2.05%N191018R
4ZAB;BRASKEMFIUS$500M7.125%N410722A
4ZBB;OLAM S$250M6%N180810
4ZDB;NAT AGRICCFUS$500M3.5%170208A
4ZEB;NAT AGRICCFUS$500M3.5%170208R
4ZGB;BILT PAPER US$200M PERCAPSEC R
4ZHB;BILT PAPER US$200M PERCAPSEC A
4ZMB;WHEELOCK FIN S$350M4.5%N210902
4ZSB;EXP-IMP BK KORU$1B4.375%210915
4ZTB;HENDERSON S$200M4%N180919
4ZUB;HDB S$650M1.95%N210922
4ZXB;REXLOT HK$816.9M 6%CB170228
4ZYB;COCA-COLAAMA$30M5.945%N210927
500;TAI SIN ELECTRIC LIMITED
502;3CNERGY LIMITED
504;KLW HOLDINGS LTD
505;ASIAMEDIC LIMITED
508;FUJI OFFSET PLATES MFG LTD
510;HIAP SENG ENGINEERING LTD
528;SECOND CHANCE PROPERTIES LTD
532;EQUATION SUMMIT LIMITED
533;ABR HOLDINGS LIMITED
539;CPH LTD
540;TUNG LOK RESTAURANTS 2000 LTD
541;ABUNDANCE INTERNATIONAL LTD
543;NOEL GIFTS INTERNATIONAL LTD
544;CSE GLOBAL LTD
545;VALLIANZ HOLDINGS LIMITED
546;MEDTECS INTERNATIONAL CORP LTD
547;NOBEL DESIGN HOLDINGS LTD
554;KING WAN CORPORATION LIMITED
557;VIKING OFFSHORE AND MARINE LTD
558;UMS HOLDINGS LIMITED
561;TECKWAH INDUSTRIAL CORP LTD
564;SPINDEX INDUSTRIES LIMITED
566;SHS HOLDINGS LTD.
567;COLEX HOLDINGS LIMITED
569;VICPLAS INTERNATIONAL LTD
570;TRANSIT-MIXED CONCRETE LTD
571;INTERNATIONAL PRESS SOFTCOM
573;CHALLENGER TECHNOLOGIES LTD
574;TSH CORPORATION LIMITED
575;ASTI HOLDINGS LIMITED
578;KS ENERGY LIMITED
579;OCEANUS GROUP LIMITED
580;SANTAK HOLDINGS LIMITED
581;ITE ELECTRIC CO LTD
583;PROGEN HOLDINGS LTD
584;OEL (HOLDINGS) LIMITED
585;ASIAN MICRO HOLDINGS LTD
586;TMC EDUCATION CORPORATION LTD
588;HEALTH MANAGEMENT INTL LTD
591;INNOVALUES LIMITED
593;LEE METAL GROUP LTD
594;LOYZ ENERGY LIMITED
595;GKE CORPORATION LIMITED
596;PAVILLON HOLDINGS LTD.
5AB;TREK 2000 INT'L LTD
5AE;POLLUX PROPERTIES LTD.
5AI;SUNLIGHT GROUP HLDG LTD
5AL;ANNICA HOLDINGS LIMITED
5AM;ASIATRAVEL.COM HOLDINGS LTD
5AU;AP OIL INTERNATIONAL LIMITED
5BI;POLARIS LTD.
5BS;SEN YUE HOLDINGS LIMITED
5CF;OKP HOLDINGS LIMITED
5CH;DMX TECHNOLOGIES GROUP LTD
5CJ;CHINESE GLOBAL INVESTORS GRP
5CN;SINWA LIMITED
5CP;SILVERLAKE AXIS LTD
5CQ;TECHNICS OIL & GAS LIMITED
5CR;ASIATIC GROUP (HOLDINGS) LTD
5CT;ECOWISE HOLDINGS LIMITED
5DA;BREADTALK GROUP LIMITED
5DD;MICRO-MECHANICS (HOLDINGS) LTD
5DL;KOON HOLDINGS LIMITED
5DM;YING LI INTL REAL ESTATE LTD
5DN;EZRA HOLDINGS LIMITED
5DO;SAKAE HOLDINGS LTD.
5DP;HEETON HOLDINGS LIMITED
5DS;MEGACHEM LIMITED
5DW;RENEWABLE ENERGY ASIA GRP LTD
5DX;METAL COMPONENT ENGG LTD
5EB;CFM HOLDINGS LIMITED
5EC;ISR CAPITAL LIMITED
5EF;ADVENTUS HOLDINGS LIMITED
5EG;ZHONGXIN FRUIT AND JUICE LTD
5EK;SINOCLOUD GROUP LIMITED
5EL;LASSETERS INTL HOLDINGS LTD
5EN;MIDAS HLDGS LIMITED
5ER;BEST WORLD INTERNATIONAL LTD
5ET;ATTILAN GROUP LIMITED
5EV;HOSEN GROUP LTD
5EW;PAN ASIAN HOLDINGS LIMITED
5F4;FIGTREE HOLDINGS LIMITED
5F7;WILTON RESOURCES CORP LIMITED
5FA;JEP HOLDINGS LTD.
5FH;ADVANCE SCT LIMITED
5FI;ORIENTAL GROUP LTD.
5FL;FALCON ENERGY GROUP LIMITED
5FW;ACESIAN PARTNERS LIMITED
5FX;NEW WAVE HOLDINGS LTD.
5G1;EUROSPORTS GLOBAL LIMITED
5G2;KIMHENG OFFSHORE&MARINE HLDLTD
5G3;TALKMED GROUP LIMITED
5G4;INFINIO GROUP LIMITED
5G9;TRITECH GROUP LIMITED
5GC;CNA GROUP LTD.
5GD;SUNPOWER GROUP LTD.
5GF;NICO STEEL HOLDINGS LIMITED
5GI;INTERRA RESOURCES LIMITED
5GJ;AUSGROUP LIMITED
5GZ;AA GROUP HOLDINGS LTD.
5H0;SINGHAIYI GROUP LTD.
5H7W;TRITECH GROUP LIMITED W190329
5HC;NTEGRATOR INTERNATIONAL LTD
5HG;EDITION LTD.
5HH;SINJIA LAND LIMITED
5HJ;CITYNEON HOLDINGS LIMITED
5HT;IMPERIUM CROWN LIMITED
5HV;KOH BROTHERS ECO ENGG LIMITED
5I0;QT VASCULAR LTD.
5I1;KOP LIMITED
5I2W;ASIA-PACIFIC STRATEGIC W190506
5I3;JASON HOLDINGS LIMITED
5I4;ICP LTD
